입찰공고명,공고기관명,최종낙찰금액,최종낙찰율,최종낙찰일자,최종낙찰업체명,최종낙찰업체대표자명,최종낙찰업체담당자명,최종낙찰업체주소,최종낙찰금액_num,낙찰율_num,연구주제,기관_상위
23-F-전자정보 수집/분석장비 유지보수,국군재정관리단,,,2022-08-24,세영정보통신(주),조완제,곽은혜,"서울특별시 마포구 마포대로 12, 한신오피스텔(마포동)",,97.0989,(226154-E) 차륜정비장비(분석기 차량엔진용) 구매,국군재정관리단
2020 서울안보대화 프로그램 기획 및 발전방향연구,국군수송사령부,173949927.0,93.7884,2019-06-18,나우통상,김종광,조길래,"경기도 고양시 일산동구 중앙로 1233, 현대타운빌 1305호(장항동)",174041923.0,93.785,국방컨벤션 발전방향 연구용역,4284부대
22-13차 연구장비 구매 계약 - 원심분리기 중형,방위사업청(운영지원과),242084000.0,98.1159,2018-06-21,,,,,,98.116,국방 사이버보안 종합발전 전략 연구,중앙행정기관
북핵 미사일 대응방안 연구용역,제9691부대,,,,,,이정현,,13529302.0,76.9949,국방기술조직을 활용한 함정 기술관리 방안 연구 용역,기관
2023 임상의학연구센터 통계프로그램 구매,해군본부,295669538.0,91.621,2023-01-06,(주)제트코,안명수,서정은,"인천광역시 미추홀구 주안동로25번길47-11, 302호(주안동, 경일하이빌)",295572539.0,91.6202,교육장비(질량분석기) 구매,군
23년 비용분석모델(True Planning) SW유지보수 용역,국방부군사편찬연구소,27644391.0,77.9083,2022-03-19,연세대학교 산학협력단,염진수,조명희,서울특별시 마포구 월드컵북로5길59 (서교동),,77.9142,(236044-G)사이버 조사분석체계 교체 및 추가도입사업,중앙행정기관
함정 GPS 함속력계 신호 변환 장치 개발 연구용역,합동참모본부,115116749.0,99.3319,2019-08-21,사단법인 안보경영연구원,박정기,박계향,"서울특별시 강남구 언주로527, 10층 (역삼동)",,99.3314,미래 우주전장 분석 및 공군 우주전략 수립 연구용역,군
민사분야 연구용역(2-2),제9691부대,,95.3899,2022-02-24,주식회사 콤텍정보통신,정승인,이화선,경상남도 창원시 성산구 창원대로797 (상남동),,95.3879,방음정비고 사업 정립을 위한 선행연구용역,기관
해상작전헬기 2차사업 기종결정 평가항목/가중치 연구,육군본부,359260.0,97.5786,,,,,,,,국방군사시설 건축바닥면적 기준 개정 연구용역,중앙행정기관
23-N-금속성분분석기 구매,제2879부대,,98.2223,,주식회사 이노메디케어,배홍기,문효연,"경기도 고양시 덕양구 용현로10-0, 508동 203호 (행신동, 무원마을5단지 아파트)",,98.2193,(236367-B)표적분석용 워크스테이션 구매(리스물건),군
시험평가 의사결정체계 효율화 방안 연구,육군교육사령부,,91.9354,2022-07-24,조선대학교 산학협력단,박종석,이화주,"서울특별시 구로구 디지털로32길 30, 코오롱디지털타워빌란트15층(구로동)",27853224.0,91.9377,민군복합타운 조성방안 연구,중앙행정기관
22-해상기반 우주발사체계 개념 연구,국군재정관리단,50045911.0,,2019-07-05,(주)아이엠티,정중식,유관주,세종특별자치시  국책연구원로15-0 (반곡동),50026997.0,97.7251,활주로지역 배수로 개선 분석평가 및 선행연구 용역,군
개전초 동원긴요부대 전시 완정성 보장 방안 연구,방위사업청(운영지원과),6746877.0,,2020-10-11,(사)21세기군사연구소,김진욱,정봉원,"서울특별시 송파구 법원로11길25-0, A동 1310호(문정동, 에이치비즈니스파크)",,87.2238,연합/합동 연습모의모델 획득 및 운영방안 연구,중앙행정기관
(216323-C) 네트워크 위협 분석체계 구축사업,국군재정관리단,17496733.0,90.0435,2020-01-08,사단법인 국방지능정보기술융합협회,경상현,김지은,서울특별시 영등포구 영등포로35길10-0 (영등포동6가) 8층 809호,,90.0448,22년 분석실험실 상용 SW 구매,중앙행정기관
21-첨단 수중전력 소요기술 분석 및 적용방안 연구,합동참모본부,44747214.0,90.6815,2016-10-12,법무법인(유한)태평양,이문걸,이기석,"경기도 포천시 호국로 1007, 대진대학교 산학협력단(선단동)",44702777.0,,잠수함용 예인정-ll 개념설계 기술지원 연구용역,군
공지통신무전기 성능개량 사업분석,국군재정관리단,1741749.0,96.6082,2023-08-17,라온시스템즈(주),신준호,조영진,"광주광역시 북구 양일로168-10, 비동 1층(양산동)",1743783.0,96.6055,22-美 해군 6.25전쟁 분석자료 번역 용역,중앙행정기관
기술교범 국제규격 S1000D 적용 방안 연구,공군본부,,,2019-05-15,건양대학교 산학협력단,박종재,오중택,"서울특별시 성동구 왕십리로 222, 한양대학교 내 한양종합기술연구원 110호(행당동)",164956790.0,,23년 기술연구용역 계약 의뢰(4),기관
비궁 창정비요소개발 사업분석,육군본부,,86.1507,2023-05-03,주식회사 비용관리연구원,이영진,김보명,서울특별시 마포구 양화로183-0 (동교동) 효성홍익인간오피스텔 11층 1112호,495498109.0,86.1504,(227334-E)정밀측정장비(스펙트럼분석기 등 2종)구매,국군수도병원
국방정책연구과제 연구용역 계약,공군본부,32302860.0,93.2075,2021-12-17,(주)프라이전트,손승우,최순아,"충청남도 계룡시 서금암3길5, 925호(금암동, 쉐리움오피스텔)",,93.2027,22-작전지휘시설 신축 분석평가 및 선행연구 용역,군
해성-I 창정비요소개발 사업 비용분석,해군본부,30664928.0,86.4619,2024-04-18,태형상사주식회사,정영석,유보라,서울특별시 영등포구 의사당대로38 (여의도동) 101동 412호,,86.461,유전자감정장비(자동염기서열분석기)소모품 설치 납품,군
사회공학기법과 사이버 작전과의 연계성 연구,국군의무사령부,190950065.0,87.0099,2020-03-03,청주대학교산학협력단,김재욱,전재신,대전광역시 유성구 대덕대로776-0 (화암동) 한국천문연구원,191241731.0,87.0079,교육연구자료 원문 DB 구축 용역,군
저피탐 정찰용 무인항공기 개발기술 및 운영개념연구,국군재정관리단,80348531.0,,,,황순용,염진수,,,95.8228,00훈련장 이전 연구 용역,군
신 작전수행개념 구현을 위한 교리발전 방안 연구용역,공군사관학교,,,2016-05-26,세종대학교산학협력단,김윤혁,박계향,"서울특별시 서초구 서운로 226, 서초오피스텔 404호(서초동)",111561639.0,,우수인재의 개념과 자격기준 연구용역,군
표적획득 및 사격지휘체계 발전에 따른 포병효과 분석,수도방위사령부,434002819.0,,,정투유통,이재관,정승인,충청남도 아산시 삼동로40 (모종동)3층 301-37호,434266964.0,81.6109,중합염기서열분석기 구매,합동참모본부
군사시설 건축공법(경량화) 개선 연구,국방전산정보원,209909099.0,93.6715,2018-03-11,(사)21세기군사연구소,한민구,,서울특별시 용산구 새창로128-1 (용문동) 2층,,93.6698,230mm급 무유도탄사업 선행연구,군
공병분야 M&S 연구용역,육군교육사령부,48398595.0,,2019-10-05,,박정기,남명우,"서울특별시 강남구 언주로527, 10층 (역삼동)",48383105.0,,선체고정음탐기 선행연구 용역,국군재정관리단
비행대대 조종사 적정 편제 및 대체 인력 운영 연구,방위사업청(운영지원과),53795171.0,,,,,김서현,,53853084.0,87.3696,V-C 체계간 연동기술 연구,중앙행정기관
대전병원 생화학 자동 분석기 소모품 20종 구매,방위사업청,,82.5539,2022-06-12,인하공업전문대학 산학협력단,한영수,박준용,"경기도 용인시 처인구 명지로 116, 명지대학교(남동)",304494847.0,82.5565,해병대 간부 및 병 획득율 제고를 위한 개선방안 연구,군
화생방 연구 재료 초자 구매,국방부(운영지원과),3835272.0,89.3113,2019-04-06,,김진욱,,,3840085.0,,방위산업 발전 및 경쟁력 강화를 위한 법적기반 연구,중앙행정기관
한국형 비용분석 전산모델 고도화 ISP 수립,국방부조사본부,,,2023-12-16,,,,,139647410.0,88.1237,정밀측정장비(제원분석기) 구매,중앙행정기관
미래 육군 상비병력 절감방안 연구,국방대학교,,92.2012,2021-07-12,,,,,211666014.0,,주요 비행피복류 맞음성 개선 및 표준화 연구,군
상비군 수준의 동원위주부대 전력보강 방안 연구,방위사업청(운영지원과),15020166.0,89.1038,2018-12-17,(주)한국기술연구소,이병택,황병윤,"서울특별시 중구 퇴계로213, 309-24호(충무로4가, 일흥빌딩)",14987763.0,89.1042,사이버 기술연구 환경구축 SW(라이선스) 구매,군
미래 육군 여군인력 활용성 제고방안 연구,국군재정관리단,,80.392,2022-02-06,,,김우중,,,80.3901,범국민 안보의식조사 정책대안 연구용역,군
22-군 비행장 조명시설 표준화 연구용역,국군재정관리단,30132696.0,100.5509,,티엠시 주식회사,서선숙,김용오,"서울특별시 성동구 광나루로130, 907호(성수동1가, 서울숲아이티캐슬)",,,육군 안전수준 진단체계 연구,군
스펙트럼분석기구매 (20199198-I),국군의무사령부,323943226.0,,2019-01-17,주식회사 에스아이정보기술,김석용,박영희,"부산광역시 해운대구 양운로42번길18, 8층 803호(좌동, 에이원웨이)",,92.458,대장균 정성분석키트 등 28항목 구매(물품 해파),합동상호운용성기술센터
복지회관 중·장기 보수계획 관련 연구용역,국군재정관리단,25598027.0,72.2928,2023-03-01,,,,,25587118.0,72.29,함정 건조사업 추진단계 효율성 향상방안 연구,국군재정관리단
의무장비[혈액가스 분석기(휴대용)] 구매,공군본부,675208666.0,,,(사)한국위기관리연구소,홍헬렌,김한욱,"경기도 용인시 기흥구 흥덕중앙로120-0 (영덕동, U - TOWER)",675298113.0,90.5636,통신가설차 경미한 성능개량 사업분석,국군재정관리단
인터넷 패킷저장분석체계 구축사업(리스물건),방위사업청(운영지원과),341563578.0,,2023-04-08,,,,,341653031.0,97.5708,민간군사기업(PMC) 등 민간 아웃소싱에 대한 개념연구,군
항행안전시설 비행점검장비의 군 필요성...연구,방위사업청(운영지원과),89268919.0,100.055,,,,,,89291785.0,100.0528,대형양산사업의 제반 조건 분석 및 방안 연구,중앙행정기관
KUH-1 엔진 시험장비 고장예측시스템 개발 연구용역,해군본부,200821654.0,96.0163,2021-10-21,(재)서해환경과학연구소,임승택,이경순,"서울특별시 서대문구 연세로 50, 연세대학교(신촌동)",200810536.0,96.0128,기초비행훈련용헬기 조종계통 시험장비 개발 연구용역,국군재정관리단
원거리 구조지원 수행능력향상 방안 연구,육군교육사령부,177406517.0,,,,,,,177336197.0,86.8236,23년 전투발전 연구용역(3),중앙행정기관
물류원가 데이터 수집 및 산정/관리 방안 연구,제2879부대,275275315.0,,2018-08-18,(주)액티브솔루션,김석용,이정민,서울특별시 구로구 디지털로34길55-0 (구로동),275345160.0,96.6605,의무후송전용헬기 시설사업기본계획 연구용역,제9691부대
국방데이터 품질점검 실증 및 운영방안 연구 사업,국군재정관리단,130486806.0,99.4134,2022-09-23,대진대학교 산학협력단,김용주,진주,서울특별시 서초구 사임당로32 (서초동) 재우빌딩 9층,130454152.0,99.4137,23년 국방정책토론회 학술연구용역,제9691부대
손상통제사 자격신설 연구,국방부(운영지원과),,,2016-10-08,국방대학교산학협력단,,백도현,"서울특별시 용산구 한강대로62길41, 3층 (한강로1가)",30143764.0,87.0006,복합재 항공기 구조물 구조건전성 해석기법 연구용역,국군제1068부대
영평사격장 이전 가능성 연구,국방부조사본부,101450844.0,81.7685,,서울대학교 산학협력단,김주희,황병윤,"서울특별시 용산구 한강대로62길41, 3층 (한강로1가)",101438938.0,81.775,병력책정 기준연구(비행대대 조직구조 개선방안),군
분석기  스펙트럼용,해군본부,,,2021-05-10,한양무선통신,고기종,배성권,"서울특별시 금천구 가산디지털1로19, 406호, 407호, 408호, 409호(가산동,대륭테크노타운18차)",494573778.0,85.1746,22년 의무장비(혈액가스분석기 소형) 구매,국군재정관리단
첨단과학기술의 군 활용성 제고 발전방안 연구용역,해군본부,10623075.0,83.9241,2016-09-07,주식회사 안보기술연구원,김근우,,"서울특별시 용산구 청파로47길 100, 숙명여자대학교내(청파동2가)",10634703.0,,무인수상정 탑재운용 군 요구조건 도출 연구용역,국군재정관리단
(20F088-A)소음영향도 작성을위한 소음측정및분석용역,국군의무사령부,41307443.0,,2021-02-10,,,,서울특별시 노원구 화랑로574-0 (공릉동),,,단안형 야간투시경 조리개 개발 연구용역,군
23~27 국방양성평등정책기본계획작성방향 연구,국방부(운영지원과),34682795.0,,2016-09-08,한성대학교 산학협력단,박문희,경상현,"서울특별시 중구 동호로7길41, 2층(신당동)",34678132.0,80.7453,수성사격장 주변지역 주민 의식조사 연구,기관
위성전군방공경보체계 경미한 성능개량 사업분석,육군군수사령부,,84.4452,,주식회사 엘씨케이테크놀로지스,박영욱,최광용,경기도 성남시 분당구 판교로228번길15-0 (삼평동) 윈스동 4층,88503882.0,,추진장약 분석시험용 재료구매,국군제1068부대
2019 서울안보대화 사이버워킹그룹 발전연구,국군의무사령부,,,,,,정주교,,,,효과성·활용성 중심의 군내 NCS 적용방안 연구용역,국군재정관리단
군내 성희롱 행위자 재발방지 프로그램 연구,국방부(운영지원과),109270373.0,,2019-09-29,대전대학교 산학협력단,이광형,권소희,"경기도 용인시 처인구 명지로 116, 명지대학교(남동)",109363824.0,,24년 기술연구용역(3),군
RAM 분석 및 군수지원 분석방법 선진화 연구(1차),방위사업청(운영지원과),382591506.0,87.288,,,,,,382468249.0,87.2932,2017 서울안보대화 프로그램 기획 및 발전방안 연구,중앙행정기관
항-16-069 자동면역분석기 시약 등 37종,국군수도병원,270781716.0,95.5532,2018-11-24,아주대학교 산학협력단,김운용,권시형,광주광역시 서구 마륵로28-1 (마륵동),270778433.0,95.5525,우주안전 발전 생태계(거버넌스) 구축 연구 용역,군
대형양산사업의 제반 조건 분석 및 방안 연구,공군군수사령부,93456140.0,80.4297,2019-02-04,(사)21세기군사연구소,한민구,김정일,,93553673.0,80.4295,전투실험 발전 세미나 과제 연구용역(1),군
모바일기기 증거분석체계 구매(교체),방위사업청(운영지원과),5421265.0,80.4512,,(주)에프오알엠도시건축공간연구소,,허성일,"충청남도 논산시 대학로 121, 건양대학교 산학협력단(내동)",5423471.0,80.4522,국방인력획득 효율성 제고를 위한 발전방안 연구,군
항공관제 분석체계(HW SW) 유지보수,육군교육사령부,79479232.0,80.3068,,사단법인 대한민국 육군발전협회,김진욱,,"서울특별시 종로구 홍지문2길20-0 (홍지동, 상명대학교)",,80.3056,’19년 디지털 포렌식 분석장비 교체(20197105-A),중앙행정기관
국방 정신전력교육지도사 자격신설 연구용역,국군재정관리단,374676277.0,88.6104,2021-11-27,에이디링크,정인영,서경원,"경상남도 창원시 마산합포구 해안대로91, 상가 205호(해운동, 경민시티빌)",,88.6087,공중 무인무기체계 표준화 방안 연구,국군재정관리단
국방감항인증원(가칭) 설립 및 운영에 관한 연구,국군재정관리단,61769834.0,84.6382,2018-10-06,주식회사 엘티에스,손승우,최효정,경기도 의왕시 오봉산단3로25 (삼동) 의왕테크노파크 더리브비즈원 1동1528호,61669892.0,84.6307,미래 지역예비군 최적화 방안 연구 용역,제9691부대
우수인재의 개념과 자격기준 연구용역,국군재정관리단,,92.5249,2020-08-08,에스텍아이앤씨 주식회사,지용현,박상욱,"서울특별시 성북구 숭인로2길61-0 (길음동, 길음동동부센트레빌아파트) 103동 11층02호",,92.5256,2017년 범국민 안보의식조사 연구용역,군
AI기반 드론봇 네트워크 운용 및 실험설계 연구용역,제9691부대,,,2016-12-04,,,,,267568297.0,85.0689,V-C 체계간 연동기술 연구,군
(207134-H)국방보안조사 분석시스템 HW구매(리스물건),국방부(운영지원과),73278856.0,95.3198,,사단법인 엔케이지식인연대,이훈민,서혜진,경기도 시흥시 경기과기대로269(정왕동),73277085.0,95.3195,신호분석기 1대 구매,군
22-해상기반 우주발사체계 개념 연구,방위사업청(운영지원과),200630384.0,96.9024,2018-09-08,,,,,200728190.0,,전력화장비 후속군수지원 사업 개선방안 연구,중앙행정기관
해병대 정체성 향상 프로그램 교육체계 설계 연구,해군본부,77203522.0,,,(사)한국전략문제연구소,전건욱,,,77199069.0,85.8898,22-1차 개념설계 기술지원 연구용역,4284부대
항공무기정비분야 안전관리체계 고도화방안 연구용역,국방부(운영지원과),,84.5244,,,,이재평,,51213638.0,84.5248,21-함정 스마트 브릿지 모델 개념 연구,제9691부대
범국민 안보의식조사 정책대안 연구용역,방위사업청(운영지원과),,86.9499,2018-05-22,주식회사 마에스트로네트웍스,송봉주,나인성,"경기도 성남시 수정구 청계산로686 (고등동), 반도아이비밸리 424호",225890334.0,,16-상층대기 분석장비 외주정비,중앙행정기관
항-18-043 자동면역분석기 시약 등,국군재정관리단,71867477.0,,,(주)에프오알엠도시건축공간연구소,박문희,박준용,"경기도 용인시 처인구 명지로 116, 명지대학교(남동)",,88.8312,대잠훈련분석체계(AEAS) 유지보수 용역,국군재정관리단
국방 디지털 서비스 환경 전환 방안 연구,국방부(운영지원과),106799171.0,89.5448,2021-10-23,제이에스전자,윤진영,경상현,"서울특별시 성북구 화랑로76, 제3층 307호(하월곡동,코업스타클래스)",106849862.0,89.5442,22-12차 연구장비 구매 계약 - 초저온냉동고,국군재정관리단
군급식조달체계변화에따른적정급식비산출에대한연구,국군제1068부대,,,2022-11-22,사단법인 한국자살예방협회,노광현,전영섭,"서울특별시 성북구 정릉로 77, 국민대학교내(정릉동)",44798725.0,,대류권산란파 장거리통신장비의 군사적활용 검증연구,기관
작전환경고려 전투실험 방법 및 평가 분석방법 연구,국군화생방방호사령부,,87.6337,2020-01-12,,,구종우,,109239082.0,,23년 전투발전 연구용역(4),군
21-첨단 수중전력 소요기술 분석 및 적용방안 연구,국군제1068부대,45358917.0,85.834,,구루멘토링 주식회사,김지영,이창환,"경기도 화성시 동탄기흥로593-8 (영천동, 우정바이오 신약클러스터)",,85.8392,함정 근무장병 육상지원 등 기준 제·개정 연구용역,군
의무장비-혈액가스분석기 중형 구매,육군교육사령부,74661993.0,89.7245,2020-06-29,MRO Tech(엠알오텍),김한희,박병희,"서울특별시 영등포구 선유로49길23,  1001호, 1107호, 1108호 (양평동4가,아이에스비즈타워2차)",74652083.0,,(22F070-G) 경계용 영상분석 데이터셋 구축,국군재정관리단
음향/진동분야 KOLAS 인정 획득 컨설팅 연구용역,육군인사사령부,199713466.0,90.7235,2017-10-15,,,,,,90.7183,국방연구개발사업의 성과조사.분석 연구,군
00군단 0포병단 이전사업 선행연구 용역,국군재정관리단,13829910.0,,2019-02-05,드림인텍(주),노광현,양진,"경기도 성남시 수정구 복정로84번길 22-15,(B-001호) (복정동)",13862198.0,83.3458,23년 전투발전 연구용역(4),중앙행정기관
전자파 분석장치 등 2종 구매,국방정보본부,,88.6747,2023-06-17,,,,,125191300.0,,군용차량 운행 안전성 및 안전관리 개선방안 연구,국군재정관리단
17년 EMP 방호 성능유지 향상방안 연구용역,국방부(운영지원과),,91.3427,2016-05-27,,,박계향,,,91.3442,ICBM 기반 통합 시설물관리체계 구축 개념 연구용역,국군재정관리단
K21장갑차 전자모듈조립체 정비기술개발 연구용역,육군본부,32852714.0,89.5082,2019-06-26,사단법인 미래안보산업전략연구원,정주교,박은하,부산광역시 영도구 태종로 233(봉래동5가),32804722.0,,작전환경고려 전투실험 방법 및 평가 분석방법 연구,중앙행정기관
안보학술연구용역(2. 국제안보환경과),해군교육사령부,,93.3407,2022-03-31,(사)21세기군사연구소,정의붕,안구름,"서울특별시 용산구 한강대로62길41, 3층 (한강로1가)",84599350.0,93.3385,22-해군 전장기능 지능화 추진방안 연구,기관
22-해-금속성분분석기 구매,공군군수사령부,120537008.0,,2021-09-02,법무법인 일현,김한욱,승아현,서울특별시 금천구 벚꽃로244-0 (가산동)810호 벽산디지털밸리5차,120392290.0,,물증류기  분석용 순수제조기 구매 설치,합동상호운용성기술센터
18-주파수편이용 분석기 구매,공군본부,,87.072,2019-01-10,,,조혜진,,13760156.0,,중합염기서열분석기 구매,기관
24년 전투발전 연구 용역(2),제3707부대,,91.3534,,주식회사 아이티존,홍문기,박병희,서울특별시 강남구 논현로189길6 (압구정동),77345870.0,91.3535,다목적훈련지원정 후속함(양산)사업 비용분석,국군재정관리단
물증류기  분석용 순수제조기 구매 설치,국방부조사본부,,86.1164,2022-06-02,재단법인한국조달연구원,곽재수,박문희,,177621162.0,86.1191,(217074-C) 의무장비(자동분석기 생화학 대형) 구매,합동참모본부
16년 차세대 첨단함정 건조가능성 검토 연구용역,해군본부,122262844.0,,2017-04-22,,,,,,90.1379,화생방 연구 재료 초자 구매,국군재정관리단
표준훈련장 설치기준 정립 연구 용역,해군본부,272738683.0,76.9541,2021-12-01,(사)한국전략문제연구소,,,,272608486.0,76.9455,22년 기술연구용역 계약(2),중앙행정기관
2017 PACC & PAMS 연구용역,방위사업청(운영지원과),142277604.0,90.7089,2017-09-24,사단법인 안보경영연구원,전건욱,,"서울특별시 용산구 청파로 40, 삼구빌딩 1815호(한강로3가)",142158829.0,,군 의료 혁신을 위한 의료전달체계 개편 연구용역,중앙행정기관
항-16-007 자동면역분석기 시약 등 35종,방위사업청(운영지원과),,89.6541,,주식회사 이안코리아,전병욱,,"경기도 하남시 미사대로520-0 (덕풍동) 7층 씨에이동 705호,706호",125300562.0,89.6485,회로카드 고장예측용 해석도구 활용방안 연구용역,중앙행정기관
전시자원소요분석모델 장비 교체사업 리스,육군본부,38672455.0,,2021-01-29,주식회사 디아이,김하근,김도경,"서울특별시 영등포구 영등포로150,A동 L152호,1304호~1313호",,95.8747,유류시험장비(금속성분분석기(ICP))구매,합동참모본부
공대지유도탄 양산 시설사업기본계획 연구용역,국방부(운영지원과),85311979.0,93.8993,,에이치필,김대석,김정윤,서울특별시 서초구 반포대로13-0 (서초동),85399793.0,93.9021,미래 해양강군 해군비전 2045개정 방향 연구,군
[24-육-117] AI기반 사격지휘체계 연구,국방부(운영지원과),118195893.0,89.2285,2019-07-17,,,,,118172904.0,89.2315,24 군의료 특성화 연구(알레르겐 양상 분석),중앙행정기관
방산소재 개발사업 기획 및 인증체계 구축 연구,국군재정관리단,104549864.0,,,육군군사전략연구소,최태묵,박계향,"서울특별시 성동구 광나루로130, 907호(성수동1가, 서울숲아이티캐슬)",,90.7965,신재생에너지 적용관련 군 에너지 정책방향 연구용역,국군재정관리단
21-해군분석모델 발전방안 연구,공군군수사령부,140323399.0,,2018-09-03,한성대학교 산학협력단,곽재수,양정학,경기도 수원시 장안구 하률로12번길80-0 (천천동),,90.0617,전술환경 下 효율적 이동통신체계 운용방안 연구용역,국군재정관리단
(217151-F)21년 연구활동 재료(시약) 구매,국군재정관리단,,88.6958,2022-07-20,(사) 한국관세무역개발원,김지현,,서울특별시 강남구 테헤란로81길26-0 (삼성동) 유림빌딩3층,154740419.0,88.6949,UH-60 휠제동용 유압장치 시험장비 개발 연구용역,군
24 군의료 특성화 연구(알레르겐 양상 분석),국방부(운영지원과),309745921.0,94.3562,2023-07-12,(사)한국전략문제연구소,,,"서울특별시 용산구 청파로 40, 삼구빌딩 1815호(한강로3가)",309678789.0,94.354,지형분석용 차량(개조) 제조,중앙행정기관
23년 전반기 육군 정책연구과제 연구용역,육군본부,353524709.0,95.5785,,주식회사 동영상사,최규식,박미영,"부산광역시 수영구 구락로23, 2층 (수영동)",,,23년 전투발전 연구용역(2),국군복지단
4차 산업혁명 기술적용 공군훈련체계 발전방향 연구,제2879부대,,,2020-10-09,서울대학교 산학협력단,김태동,이슬,대전광역시 유성구 테크노3로65-0 (관평동) 한산에스메카 333호,43221616.0,92.1519,국방 정신전력교육지도사 자격신설 연구용역,국군재정관리단
(247354-C) 액체크로마토그래피 이중질량분석기 구매,국방부(운영지원과),143358670.0,85.1924,2023-06-05,주식회사 동화이엔지,이효정,김재욱,경기도 안양시 만안구 일직로94번길15-0 (석수동),143359830.0,85.1857,24년 지형분석장비 구매(리스물건),국군재정관리단
국가전략기동군 해병대 발전방안 연구 사업,국군재정관리단,144437805.0,101.7117,,주식회사 맥스바이오텍,김종호,,서울특별시 강서구 양천로401-0 (가양동) 강서한강자이 A-704,144333457.0,101.7102,공군 군수지원 분야 발전방향 연구 용역,중앙행정기관
동원선박 자원관리 구축방안 연구용역,합동참모본부,,84.3323,2017-01-09,사단법인 안보경영연구원,전건욱,,"서울특별시 용산구 청파로 40, 삼구빌딩 1815호(한강로3가)",427638339.0,84.3366,공군 방공포부대 이전 요구 연구용역,중앙행정기관
정책연구용역(군견 관련),국방부(운영지원과),,91.8836,2021-09-15,,,김지훈,,,91.887,조종사 피로도와 안전비행의 상관관계 분석 연구용역,중앙행정기관
19-12차(3) 의무장비 혈액가스분석기 소형 구매,해군군수사령부,,,2022-11-24,(주)싸이버텍,김종원,김현덕,인천광역시 미추홀구 인하로100-0 (용현동) 인하대학교,158592731.0,,(227239-B) 악성코드 수집분석체계 라이선스 구매,군
장비 적정수명 결정요인 선정 및 결정방법연구,국방부(운영지원과),,,2022-04-02,사단법인 안보경영연구원,,,"서울특별시 강남구 언주로527, 10층 (역삼동)",,92.5832,18년 수송기술 용역연구,군
BigData /vc를 활용한 무기체계 효과분석 연구,국방부(운영지원과),309607944.0,,2016-03-08,,한민구,,"서울특별시 용산구 한강대로62길41, 3층 (한강로1가)",309562728.0,,SUPPRESSED,제9691부대
국방표준서 제정(7차) 연구,육군교육사령부,,,,씨지에스아이티(주),이정근,김우중,"서울특별시 양천구 목동서로2길22-0 (목동, 목동청구아파트) 114동 1301호",,96.7989,해병대 고유 무기체계별 맞춤식 정비개념 연구,기관
전시 비상급수 기준 수립 연구,국군의무사령부,266472956.0,100.538,2021-08-12,,,류상윤,,,,20-공무직근로자 임금체계 연구용역(K041),군
