입찰공고명,공고기관명,최종낙찰금액,최종낙찰율,최종낙찰일자,최종낙찰업체명,최종낙찰업체대표자명,최종낙찰업체담당자명,최종낙찰업체주소,최종낙찰금액_num,낙찰율_num,연구주제,기관_상위
민군 협력을 통한 상호가치 창출 활성화 방안 연구,공군본부,,,2020-07-02,주식회사 디오르마,조정선,이기영,"서울특별시 동작구 남부순환로2021, 2층 (사당동)",,89.959,국방특허 권리이전 업무를 위한 특허 권리분석(1차),국군복지단
상층대기분석장비 유지보수,국군수도병원,81494320.0,90.373,2017-02-10,영현정보통신(주),이정화,박은숙,"서울특별시 강남구 언주로319, 5층,6층(역삼동,조우회관)",0.0,88.802,22-美 해군 6.25전쟁 분석자료 번역 용역,4284부대
22-15차 연구장비 구매 계약 - 진탕욕조,해군본부,59857676.0,89.315,2018-11-18,(주)프라이전트,박길현,김우중,대전광역시 유성구 테크노2로66-6 (관평동),,78.09,(226023-G)'22년무기체계사이버위협 분석시스템 도입,군
해군 부사관 조직문화 혁신방안 연구용역,공군항공안전단,,,,(사)한국능률협회,조성호,이우희,"경상북도 포항시 남구 지곡로294-0 , 233동 7층 03호(지곡동, 효자그린아파트)",0.0,97.851,방위사업 교육포털시스템 ISP 수립 연구,제9965부대
폭파구 피해복구 보조기층 다짐도 측정방법 연구,국군수송사령부,85409021.0,89.152,2024-03-22,사)국방정보통신협회,류제성,김태욱,"경기도 안양시 만안구 만안로49,1303호(안양동, 호정타워)",132081037.0,89.551,정밀측정장비(스펙트럼분석기 등 4종) 구매,군
19-AW159 PBL 비용대효과분석 및 성과지표 개발 연구,육군훈련소,49633417.0,90.283,2024-05-12,에이치앤파워(주),김용주,박용환,"서울특별시 광진구 능동로120, 건국대학교내(화양동)",,89.088,24년 전투발전 연구 용역(2),국군재정관리단
24 군의료 특성화 연구(알레르겐 양상 분석),해군본부,185762295.0,90.356,2017-01-04,(주)에프오알엠도시건축공간연구소,김상식,전희수,경상북도 구미시 산동읍 강동로730,,89.831,상층대기분석장비 유지보수,군
의무장비-혈액가스분석기 중형 구매,제5738부대,,89.465,2019-07-21,더스테이지,안병선,박영희,서울특별시 서초구 양재동언남 18길3 (양재동  2층),,85.18,[24-육-17] B군단 부대변천사 연구용역,제2062부대
분석기  스펙트럼,공군미사일방어사령부,146172892.0,90.582,,라온시스템즈(주),백은주,김종훈,"서울특별시 광진구 능동로120, 건국대학교내(화양동)",,,19-운용함정 소음 진동 성능점검 기술연구 용역,제2군단
통섭형 인재 육성을 위한 직무순환 방안 연구 용역,육군교육사령부,,90.217,,주식회사 진성하이텍,이숙,,"경기도 안양시 동안구 귀인로1, 4층 (호계동)",,89.111,항-19-088 자동면역분석기 시약 등 117종,국군재정관리단
미래 육군의 우주분야 활용방안 연구 용역,공군작전사령부,,90.329,2023-12-11,주식회사  인섹시큐리티,박순천,나인성,"경기도 안양시 동안구 벌말로126 (관양동)오비즈타워1903호,1904호",22174684.0,75.423,24년 군 주거시설 개선사업 선행연구(2차)(24-GD-69),합동상호운용성기술센터
승선근무예비역의 병역제도 발전 방안 연구 용역,국방전산정보원,69352081.0,,2019-09-20,제이에스씨 코퍼레이션,박재우,한소희,"서울특별시 성동구 성수일로4길25, 16층 (성수동2가, 서울숲코오롱디지털타워 1차)",2714731.0,89.811,(23F225-I)지형분석 S/W(Arc GIS) 교체사업 금융리스,국군재정관리단
시험평가 인프라 구축 확대 및 종합 관리 방안 연구,공군제7항공통신전대,90165883.0,,2022-09-29,정보기술감리원 주식회사,고찬갑,이형걸,서울특별시 강서구 마곡중앙5로1길20 (마곡동) 520호,,89.314,군 급식제도의 시스템 개선을 위한 연구,국군의무학교
(207118-D)00분석체계 구축자재 구매,공군사관학교,91967878.0,98.167,2018-06-04,주식회사 셀젠텍,장병철,이지혜,경기도 안양시 만안구 일직로94번길15-0 (석수동),,90.317,(21G087-I)범국민 안보의식조사 연구 용역,중앙행정기관
전탐감시대 감시장비 원격통합감시체계 구축 연구,드론작전사령부,73160343.0,89.714,2020-06-28,(사)한국지방자치학회,김두식,임경철,"서울특별시 강남구 봉은사로129-1, 5층(논현동)",111097660.0,,방위사업 계약법령 체계화 방안 연구,제6619부대
00지역 실내공기질 개선 연구용역,합동상호운용성기술센터,170270955.0,89.476,2019-05-14,행복한 일 연구소,김화영,박연희,충청북도 청주시 서원구 남이면 남석로326,1613160.0,89.556,대포병탐지레이더-Ⅱ 후속군수지원방안 사업분석,국군재정관리단
안보학술진흥연구용역(2.국제안보환경또는),연평부대,,,2019-05-06,주식회사 한국심리평가원,이찬기,김현철,서울특별시 영등포구 여의대방로67길11-0 (여의도동) 5층 A5-29호,9371174.0,,21년 항공관제 분석체계 유지보수,국군재정관리단
기초비행훈련용헬기 조종계통 시험장비 개발 연구용역,국방부유해발굴감식단,,90.571,2018-10-02,주식회사 한솔엔지니어링글로벌,신상범,이정민,경기도 성남시 수정구 창업로42(시흥동) 판교제2테크노밸리 경기기업성장센터 532호,10611288.0,88.5,23-중북부 물류거점 입지 선정 및 효과 연구,중앙행정기관
공개출처정보(OSINT) 활용 사이버위협 분석방안 연구,국군제1068부대,69329969.0,89.752,2019-08-17,주식회사 위맥공제보험연구소,윤미선,임수진,"대전광역시 서구 대덕대로319, 2층 212호(월평동, 우림빌딩)",,89.084,5인치 함포용 사거리연장탄 사업분석,제2879부대
소형공격드론 사업분석 용역,육군본부,76413054.0,99.787,2023-02-17,한양대학교 산학협력단,정인영,박준성,"경기도 고양시 덕양구 항공대학로76-0 (화전동, 한국항공대학교내)",,89.139,F404 엔진 경향성분석 및 상태진단 프로그램개발 용역,제3707부대
확산탄에 의한 활주로 피해양상 연구용역,육군보병학교,459387811.0,98.843,2022-12-06,가톨릭관동대학교 산학협력단,고찬갑,이광수,"서울특별시 서대문구 충정로53-0 (충정로2가, 유원골든타워오피스텔) 1701호",104382754.0,89.407,해병대 산소분석기 4개 구매,군
AH-64헬기 수평안정판 정비방법 개발 연구용역,국군복지단,169767339.0,,,유한회사 창해,백다리아,오석현,"서울특별시 강남구 언주로527, 10층 (역삼동)",,88.458,마린온 정비지원체계 방안 연구용역,국군제1068부대
EMP 방호시설 성능시험 방안 연구용역,공군방공관제사령부,,,2019-06-25,유한회사 갈등조정센터,권혁웅,전대석,서울특별시 금천구 가산디지털2로123-0 (가산동) 월드메르디앙벤처센터 2차 317호,117949674.0,,4차 산업혁명  군 적용을 위한 R&D 발전방안 연구,국군재정관리단
화생방 연구 재료 가스 구매,공군군수사령부,173601795.0,,,와이엠,이귀숙,박종호,세종특별자치시  반곡동시청대로 370,19640213.0,89.227,복합무기체계 시험평가 제도개선에 관한 연구,중앙행정기관
민군 협력을 통한 상호가치 창출 활성화 방안 연구,국군수도병원,53191396.0,101.094,2017-01-07,한스메디칼,이호준,김병찬,충청남도 계룡시 두마면 두계리116 계룡대림이-편한세상 109-902,,95.641,상호운용성 정보보증 평가기준의 체계별 적용방안연구,군
국방 무인로봇 시험평가 적용방안 연구,육군군수사령부,71693626.0,,2023-01-02,,허정성,위정은,서울특별시 송파구 법원로11길25-0 (문정동) 에이치비지니스파크 A동 1009호,91355574.0,,진중문고 운영 및 활용 증진방안 연구 용역,합동참모본부
군인 고용보험 가입의 효과성 연구,종합보급창,78542495.0,,,청맥기획,김석용,정관용,"서울특별시 영등포구 국회대로70길15-1 (여의도동), 5층 알587호",4877282.0,89.191,국방 클라우드 확산 정책 연구 용역,제2879부대
UN PKO 활동지원을 위한 기술기여(스마트캠프) 연구Ⅱ,제2307부대,,100.995,2022-05-31,주식회사 한국직업자격연구원,윤진영,이희섭,충청북도 청주시 상당구 남일면 단재로635(공군사관학교),0.0,89.355,자동염기서열분석기 소모품 구매설치,제9691부대
RAM 및 군수지원분석 방법 선진화 연구(2차),제3130부대,74725633.0,89.422,2023-11-06,(주)론스텍,안주섭,최용찬,경기도 김포시 대곶남로501번길36-0 (대곶면),19949643.0,,4차 산업혁명 기술 함정적용 방안 연구용역,제7군단
방공포병 모의훈련체계 구축방안 연구,제5378부대,,,2019-07-25,삼일회계법인,김금자,김서연,강원특별자치도 강릉시 범일로579번길24(내곡동),1355695.0,99.656,K21장갑차 조종수카메라 정비기술개발 연구용역,국군수도병원
임베디드 및 군 무선통신 취약점 분석기술 연구,국군제1068부대,,89.519,2019-05-18,주식회사 삼우에이엔씨,이현석,이선영,경기도 용인시 기흥구 마북로207(마북동),19296997.0,,상층대기분석장비(전자모듈 등18종) 구매,국군재정관리단
미래 육군비행장 발전계획 검증 연구 용역,4284부대,62359805.0,86.837,2022-12-01,(주) 웃샘,유완종,박희원,"부산광역시 해운대구 센텀동로 35, 센텀SH밸리 404호(우동)",22901845.0,89.521,컨테이너 물류체계 구축 소요판단 정책 연구과제 용역,기관
첨단과학기술의 군 활용성 제고 발전방안 연구용역,방위사업청,,89.967,2017-02-05,한국환경설계(주),이성로,이화주,서울특별시 종로구 새문안로5가길 32(적선동),,89.312,미래 한국군 통합사이버전 수행방안 연구,제7군단
KAAV RCWS/KAAV-Ⅱ총수명주기 비용에 관한 연구용역,특수전사령부,71028871.0,87.545,,주식회사 미주씨앤디,장철성,서준호,"서울특별시 송파구 법원로11길25-0, A동 1310호(문정동, 에이치비즈니스파크)",,,미래 육군비행장 발전계획 검증 연구 용역,국군재정관리단
(227135-E)디지털포렌식 조사분석도구 구매,국방대학교,59847142.0,,2019-06-10,에이치디현대중공업 주식회사,나상억,유선희,"서울특별시 금천구 가마산로96-0, 213호(가산동, 대륭테크노타운8차)",,88.847,국방대 이전 효과 연구 용역,제3707부대
상륙기동헬기 성능개량 소요 분석 연구용역,제2062부대,76772964.0,89.511,2020-06-08,엠제이코리아,정영석,허정성,"경기도 수원시 장안구 송원로20, B동 1010호(송죽동, 수원아너스빌위즈)",100373708.0,89.578,교육장비(질량분석기) 구매,군
21-공-신호발생분석기 구매,공군제18전투비행단,71785715.0,,,주식회사글로벌엔씨,홍헬렌,이경생,"경상북도 포항시 남구 지곡로294-0 , 233동 7층 03호(지곡동, 효자그린아파트)",100547838.0,89.421,『국방표준서 제정』연구,제9691부대
무기체계 개발시험평가 역할 재정립에 관한 연구,국군의무사령부,172129385.0,,2022-09-19,아주대학교 산학협력단,문형곤,김해리,"전라남도 장성군 황룡면 강변로452-16, 3층 302호",32308546.0,80.646,대전병원 생화학 자동 분석기 소모품 20종 구매,중앙행정기관
24년 지형분석장비 구매(리스물건),국방부유해발굴감식단,165403318.0,89.24,,신승하이텍,김종원,이준식,"서울특별시 금천구 가산디지털1로19, 406호, 407호, 408호, 409호(가산동,대륭테크노타운18차)",102097284.0,87.316,지형분석용 드론 제조,국군재정관리단
00부대 스마트 자동화 저장창고 신축 비용분석 연구,공군제18전투비행단,55816090.0,87.155,2024-02-02,재단법인 중소조선연구원,이근신,이호준,"경기도 성남시 수정구 복정로84번길 22-15,(B-001호) (복정동)",26468296.0,88.982,자운대 종합발전계획 연구용역,군
우주안전 발전 생태계(거버넌스) 구축 연구 용역,육군정보통신학교,58138274.0,,,김근우시스템공학기술연구소,권정환,이화선,"서울특별시 강남구 영동대로511, 16층(무역센터 트레이드 타워)",8052241.0,89.391,간부 팔로워십 교육프로그램 개발 연구용역,중앙행정기관
16-인성교육프로그램 등 연구 용역 계약,제2군단,186355771.0,,2019-05-09,한국외국어대학교 연구산학협력단,박길현,강윤진,경상북도 경주시 동대로 123(석장동),109984947.0,98.119,국방전직교육원 조직진단 및 기능강화 방안연구,제5738부대
절충교역 제도 선진화 방안 연구,공군제18전투비행단,162366058.0,89.783,2020-06-25,사단법인 대한민국해군발전협회,김상식,임경선,대전광역시 유성구 국제과학3로22-0 (신동),517445038.0,89.026,함정 설계 건조 기준 및 함정규칙 정립 연구 용역,제9965부대
정기기초연구과제용역(5.인공지능강화학습...),수도방위사령부,,,2022-07-04,육군사관학교 산학협력단,김영국,김채미,"서울특별시 용산구 청파로 40, 삼구빌딩 1815호(한강로3가)",92774386.0,89.033,2040년대 군병력 수급규모 예측 연구,군
IoT 기반 전군 공통 서비스 발전방향 연구,합동참모본부,67445897.0,98.998,,주식회사 지노스,천병년,박승호,"대전광역시 유성구 테크노3로65, 5층 538호(관평동, 한신에스메카아파트형공장)",25078155.0,89.313,항-19-072 생화학분석기 시약 등 44종,국군제1068부대
원거리 구조지원 수행능력향상 방안 연구,제2879부대,,,2022-03-20,주식회사 지니클라우드,윤동열,남해린,"서울특별시 영등포구 도림로462, 206호 (문래동3가, 국화상가)",105435014.0,85.442,과학기술전문사관 직무 성과분석 연구,제5378부대
18-함정 인수지연 사례분석 및 제도개선 방안,합동상호운용성기술센터,72264691.0,90.218,2021-11-21,주식회사 유진에스앤씨,조정선,안다희,"경기도 안양시 동안구 벌말로126 (관양동)오비즈타워1903호,1904호",0.0,,고출력레이저 위성추적체계 구축방안 연구,39정찰비행단
2018년 범국민 안보의식조사 연구 용역,국방대학교,76034146.0,,2019-09-30,고신대학교 산학협력단,윤미선,우광석,"서울특별시 강남구 영동대로511, 16층(무역센터 트레이드 타워)",,,민간인력 편성기준 연구(2019K003-B),기관
공군 휴대용 소형무인기 대응체계 연구 용역,육군화학학교,57749610.0,,2022-11-13,삼성서울병원,임근우,탁승주,"경기도 용인시 처인구 명지로 116, 명지대학교(남동)",3217560.0,89.468,2017년 의무장비 요분석기 구매,중앙행정기관
신규 유도무기 적정 신뢰도 유지방안 연구,제2879부대,,101.42,,경희대학교산학협력단,김근우,박정자,강원특별자치도 춘천시 강원대학길1 (효자동),3686346.0,,민수용 드론의 비행기지 작전지원 활용방안 연구,군
(20F067-I)소음영향도작성을위한소음측정및분석용역,국군간호사관학교,,,,주식회사화인시스텍,김하근,정양수,"대전광역시 유성구 대학로 99(궁동, 충남대학교)",,,화기별·탄종별 사격장 안전 기준 정립 연구,기관
전투체계 현장정비센터 운용 효율화 방안 연구,국방부(운영지원과),1562401956.0,,2019-02-22,(주)대한티앤에스,김한희,황예진,서울특별시 금천구 벚꽃로244-0 (가산동)810호 벽산디지털밸리5차,8077564.0,,AI 기반 6세대 전투기 운용개념 및 발전방안 연구,국군재정관리단
무기체계 RAM 시험평가의 효율적 수행방안 연구,국군재정관리단,174277955.0,96.94,,한양대학교 산학협력단,신지웅,임경태,울산광역시 남구 갈밭로11-0 (삼산동),0.0,89.264,공개출처정보(OSINT) 활용 사이버위협 분석방안 연구,제2879부대
예비군법 개정방안 연구,공군교육사령부,79599605.0,90.318,2020-07-05,주식회사 이엠텍아이엔씨,정영석,이재관,"서울특별시 금천구 가산디지털1로171, B208호(가산동, 가산 에스케이 브이원 센터)",26742779.0,99.037,[24-육-189] 과학화 동원훈련장 시범사업 추진 연구,제5378부대
22년 의무장비(혈액가스분석기 소형) 구매,4284부대,154004235.0,89.876,2023-07-02,호원대학교 산학협력단,이강용,정민수,"경기도 고양시 덕양구 능곡로13번길16-0 , 202동 2401호(토당동, 능곡2차현대홈타운)",15785686.0,88.968,정원감축 대비 민간인력 전환분야 및 규모식별 연구,중앙행정기관
17년 비용분석모델(PRICE) 유지보수 용역,국방시설본부,68892632.0,90.03,,대광산업,박미경,원은정,"서울특별시 용산구 청파로 40, 삼구빌딩 1815호(한강로3가)",0.0,89.659,주요 비행피복류 맞음성 개선 및 표준화 연구,군
방위사업에 특화된 계약법 제정을 위한 연구,공군제17전투비행단,69064146.0,90.063,,씨지에스아이티(주),김영경,김시나,충청북도 청주시 청원구 율봉로159번길73-1 (율량동),,97.823,적외선차폐연막통(연막제) 유해성 입증시험 연구용역,제7군단
동서지형의 차이를 고려한 부대 및 전력구조 연구용역,공군제15특수임무비행단,79097945.0,100.828,2022-12-28,주식회사 지니클라우드,양금식,김하근,대전광역시 서구 관저동로170 (관저동) 210호,,95.922,스마트 항만기지 구축방안 연구 용역,제9691부대
인터넷접속/전자우편 통제 및 분석체계 교체사업,4284부대,175177651.0,90.289,2021-04-02,주식회사 태드솔루션,박병훈,장지혜,충청남도 홍성군 홍북읍 홍예로213-0 (엘에이치스타힐스) 121동 2201호,151226164.0,88.854,21-375 분석기  주파수편이용 등 1품목,중앙행정기관
22-합 -분석실험실 운용장비 교체사업 리스,육군인사사령부,,89.843,2022-08-29,테크디,이광형,김재영,"충청남도 논산시 대학로 121, 건양대학교 산학협력단(내동)",,89.355,사이버 위협수준 평가 신뢰도 향상방안 연구,국군대전병원
정보시스템 성능향상을 위한 GPU기술 응용방안 연구,공군사관학교,,,2024-10-21,주식회사 우리별,장복철,김민영,"서울특별시 구로구 디지털로 306, 대륭포스트타워2차 1101호(구로동)",6441948.0,88.855,국방 연구개발 법제 개선 연구,제9691부대
23-고출력에너지 무장 함정탑재 요구조건 연구,공군작전사령부,73577639.0,89.944,,주식회사 삼현,최재붕,김문선,경기도 의왕시 오봉산단3로25 (삼동) 의왕테크노파크 더리브비즈원 1동1528호,6634213.0,89.594,KAAV RCWS/KAAV-Ⅱ총수명주기 비용에 관한 연구용역,기관
최근 전력화 장비·물자 ILS 분석 및 개선방안 연구,방위사업청(운영지원과),75181605.0,102.952,2023-05-02,주식회사 이노메디케어,이여정,강우철,"강원특별자치도 원주시 천매봉길36-22, 302호(단구동, 백림빌딩)",0.0,,22-해군 정보융합관리체계 개념 연구,군
공군기지 무선통신 기반구축 및 운영향상 방안 연구,국군간호사관학교,78727496.0,,,노무법인한수,김진원,유지수,서울특별시 강남구 선릉로64길6-0 (대치동) 2층,4208830.0,89.219,24-공군 적정 상비병력 규모 연구 용역,국군수도병원
적 사이버공격 의도분석 지표개발 및 평가방안 연구,공군사관학교,,90.184,,주식회사 윌비시스,김근우,권민정,서울특별시 영등포구 의사당대로38 (여의도동) 101동 412호,81391109.0,98.858,방위사업 분야 블록체인 적용방안 연구,제7821부대
23-블랙이글스 소음 및 연막 공공갈등 관리방안연구,국방부(운영지원과),,90.089,2020-07-08,사단법인 통일안보전략연구소,조미옥,이창민,경기도 안양시 만안구 일직로94번길15-0 (석수동),99005899.0,,차기전술차량 계열화 방안 연구,기관
주변국 무기체계 운영개념 및 제원 연구,공군본부,56830866.0,,,사단법인 한국갈등학회,권오성,박동순,"서울특별시 성동구 광나루로6길35, 202호, 706-2호, 707호 (성수동2가, 우림이비즈센터)",,89.463,지뢰대응법 하위 법령등에 관한 연구,국군재정관리단
동서지형의 차이를 고려한 부대 및 전력구조 연구용역,국방대학교,163178765.0,99.137,2023-09-21,주식회사 티이디컨설팅그룹,최종규,이창환,"서울특별시 강남구 언주로319, 5층,6층(역삼동,조우회관)",8850115.0,86.631,공무원 징계와 군 징계의 비교법적 연구,제7821부대
무인기술을 적용한 현용전력 극대화 방안 연구,국방부조사본부,,,2024-07-08,상명대학교산학협력단,유인목,김정자,"대전광역시 유성구 테크노4로17, 디동 202호(관평동,대덕비즈센터)",283595353.0,,군의료 연구용역(냉동 혈소판제제 제조법 확립),중앙행정기관
해양 유ㆍ무인 복합전투체계에 대한 대응방안 연구,공군제7항공통신전대,,89.693,2020-06-08,주식회사 범만테크,안주섭,황혜원,"경기도 군포시 엘에스로182번길34-24, 2층 (산본동)",0.0,,23년 전투발전 연구용역(1),군
17년 모바일 분석체계 성능개선 사업,방위사업청(운영지원과),1580536857.0,100.967,,직업교육정책연구소,곽새롬,박지은,서울특별시 강남구 학동로311(논현동) 타호비지니스센터 203호,,89.692,22년 기술연구용역 계약(2),군
공무직근로자 등 임금체계실태조사 및 고용환경 분석,방위사업청(운영지원과),181234120.0,89.703,2020-01-11,한국산업기술시험원,이현정,이효진,경기도 광주시 중앙로320-40 (송정동),101262399.0,,K1A1전차 성능개량 사업분석,제2062부대
항-418-012 생화학분석기 시약 등 97종 구매,해군본부,59711128.0,96.324,2019-05-13,한국직업능력연구원,박호균,김학범,서울특별시 강서구 마곡중앙5로1길20 (마곡동) 520호,,89.024,군 급식비의 적정수준에 대한 연구,제7016부대
K10제독차 조종상자 회로카드 정비기술개발 연구용역,제3697부대,179804475.0,,2022-04-24,주식회사 화성에어토탈,박영선,최재현,부산광역시 동구 중앙대로286번길9-0 (초량동) 306호,2268222.0,88.931,전자전기 확보 및 효율적 운용방안 연구,군
국방과학 기술료 제도개선 방안 연구,육군 제3808부대,,87.306,2018-10-12,가천대학교산학협력단,전옥녀,송하봉,"서울특별시 영등포구 국회대로74길20-0, 404호(여의도동, 맨하탄21)",100517751.0,,주파수변환기 대체품 연구개발 용역(2019H028-B),4284부대
전자기스펙트럼 측정/분석체계 운용방안 연구,특수전사령부,,97.93,2020-07-06,유한회사 무궁화통신건설,정진욱,박임규,"서울특별시 마포구 월드컵북로501-0 (상암동, 상암월드컵파크9단지)904동1005호",,89.906,KAAV-II 운용 및 요구사항 연구용역,중앙행정기관
항공기 운영이력 빅데이터 수집 및 분석기법 연구,육군본부,73075233.0,89.646,2018-08-14,주식회사 모렌스,신인균,전병욱,"경상남도 창원시 성산구 완암로50-0 (성산동, SK테크노파크) 넥스동 1103호",7397164.0,,22-해-소형 사단용 생화학자동분석기 구매,제3130부대
24년 전반기 육군 정책연구 과제 연구용역,제3130부대,,101.642,2019-11-01,(주)코어시큐리티,김학범,김혜진,경상북도 포항시 북구 대해로15-0 (죽도동) 2층,0.0,98.027,20-161 218 동물용 자동분석기 등 3품목,국군재정관리단
병력책정기준(정보통신분야 임무/기능 적절성 연구),공군사관학교,69892061.0,,2020-06-16,(사)한국위기관리연구소,홍양희,서재달,"경상북도 포항시 남구 지곡로294-0 , 233동 7층 03호(지곡동, 효자그린아파트)",93530001.0,,국방 인공지능(AI) 활용 실증기획 연구,제7016부대
교육 발전방향 연구용역,육군 제3808부대,,101.304,2022-12-30,주식회사 성보,김두식,진주,세종특별자치시  반곡동 시청대로370 세종국책연구단지 B동(과학.인프라동) 8-11층,3816741.0,,AI기반 군집 UAV 해상작전 적용 가능성 연구용역,제9691부대
안정화 작전을 위한 기반시설 복구부대 운영방안 연구,제2군단,,90.228,,(주)정산,김형철,임찬상,"서울특별시 중구 퇴계로243, 5층 501호 (충무로5가, 평광빌딩)",0.0,88.807,교육 발전방향 연구용역,중앙행정기관
실전적 모의지원 연구 용역,육군 제3808부대,,90.207,2018-10-30,(사)한국지방자치학회,정안수,김선태,"경기도 고양시 일산서구 산현로17번길38, 1102동 503호",6238187.0,88.842,ICBM 기반 통합 시설물관리체계 구축 개념 연구용역,군
국방표준서 제정(3차) 연구,국방전산정보원,78645429.0,,2019-08-02,씨지에스아이티(주),이숙영,김동희,대전광역시 동구 대전로889-4 (삼성동),,89.108,시뮬레이터 소프트웨어 보안성 시험 방안 연구,제2879부대
대형양산사업의 제반 조건 분석 및 방안 연구,제1363부대,168697475.0,90.41,2023-11-15,(주)두두아이티,김정희,현민,서울특별시 금천구 가산디지털1로171-0 (가산동) 가산SK V1 센터 1505호,118094939.0,89.13,박찬극 제독 평전 편찬 연구용역,국군재정관리단
연구소 회의실 AV시스템 제조설치 납품,국군재정관리단,47881565.0,90.123,2020-07-07,에이치앤파워(주),김유혁,장원규,"서울특별시 마포구 마포대로 173, 현대하이엘 816호(공덕동)",85918100.0,,(23F225-I)지형분석 S/W(Arc GIS) 교체사업 금융리스,제3707부대
20-Lynx 군수지원 여건 고려 적정 수명주기 연구,국방부조사본부,,90.052,,엠에스원디지털 주식회사,강재관,양금식,서울특별시 금천구 가산디지털2로123-0 (가산동) 1010-391호,0.0,96.961,안전관련 법령의 군내 적용 방안 연구,제3707부대
20-풍력발전시설의 R/D 및 통신전자장비 영향성 분석,국군수도병원,63568919.0,,2018-09-30,다우미디어테크,박장권,김호근,충청남도 홍성군 홍북읍 홍예로213-0 (엘에이치스타힐스) 121동 2201호,,87.008,20년 수송기술병참선 제원 연구용역,군
23년 전투발전 연구용역(2),국방전산정보원,150765550.0,100.015,,주식회사글로벌엔씨,박희원,김재현,경기도 수원시 장안구 하률로12번길80-0 (천천동),86984142.0,99.804,(227239-B) 악성코드 수집분석체계 라이선스 구매,제2879부대
자동 00분석 지원체계 구축(20197115-H),국군재정관리단,83714648.0,89.961,2024-02-14,주식회사피레타,김종하,이광수,"서울특별시 성동구 광나루로6길35, 202호, 706-2호, 707호 (성수동2가, 우림이비즈센터)",14846921.0,89.827,기술인력육성 보조사업자 운영성과 평가 및 연구,합동참모본부
국방대학교 안보현안분석 등 2종 인쇄 용역,공군교육사령부,89398198.0,,,주식회사 비용관리연구원,박영선,임소영,충청남도 계룡시 두마면 두계리116 계룡대림이-편한세상 109-902,,88.898,23-D-감정장비(액체질량분석기) 구매(2310036-F) ,중앙행정기관
표적획득 및 사격지휘체계 발전에 따른 포병효과 분석,제5738부대,167460140.0,,2022-07-20,한국버츄프로젝트,박래호,남명우,충청남도 아산시 신창면 순천향로22 앙뜨레프레너관 E404호,,89.633,(21F094-K)'22년~'23년 분석용모델(3종) 유지보수,합동상호운용성기술센터
