입찰공고번호,입찰공고차수,입찰공고명,업무구분명,계약체결형태명,계약체결방법명,낙찰자결정방법명,적격심사여부,공고기관명,공고기관코드,수요기관명,수요기관코드,낙찰하한율,예정가격,기초금액,추정가격,개찰일자,개찰시각,개찰결과구분명,최종낙찰금액,최종낙찰율,최종낙찰일자,최종낙찰업체명,최종낙찰업체대표자명,최종낙찰업체담당자명,최종낙찰업체사업자등록번호,최종낙찰업체주소
LDH0135,1,(기동) 2.5톤차량 베어링 등 8종 구매,물품,총액계약,제한경쟁,적격심사제,Y,제2879부대,ZD00347,제2879부대,ZD00347,87.995,8049628,8105000,7515890,2023-02-06,13:00:00,개찰완료,7131300,88.591,2023-02-07,주안산업,강선자,강선자,885-22-01630,"경상남도 창원시 의창구 반계로104-9 (팔용동, 팔용벽산블루밍A단지)206-505"
UMM0026,1,(23F025-I) A-코로나19 PCR 위탁검사 용역,용역,총액계약,일반경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,77.995,4870406013,4857326931,4954473470,2023-03-03,11:00:00,개찰완료,3799079860,78.003,2023-03-03,의료법인 삼광의료재단,황태국,김원식,204-82-03788,서울특별시 서초구 바우뫼로41길 57삼광의료재단
SCF0066,1,필터엘리먼트  공기조절기용 등 6종 구매,물품,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,23061924,23000000,21351181,2023-03-14,10:30:00,개찰완료,20293590,87.996,2023-03-14,미래유통,김은숙,김은숙,596-69-00022,"부산광역시 기장군 기장읍 차성서로77번길56-12, C동 201호(센트럴파크빌라2차)"
ERA0001,1,TICN 4차 양산 상용장비(3차),물품,총액계약,일반경쟁,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,82.995,1449249531,1442895000,0,2023-02-22,11:00:00,개찰완료,1233675220,85.125,2023-02-22,도원정보시스템 주식회사,김종호,김종호,119-86-19447,경기도 안양시 동안구 흥안대로445(평촌동) 제6층 615호 안양평촌동지식산업센터
LDH0149,1,(일장) 다목적굴착기 덮개 전지함용 등 4종 구매,물품,총액계약,제한경쟁,적격심사제,Y,제2879부대,ZD00347,제2879부대,ZD00347,87.995,20817595,20623000,19123821,2023-02-09,13:00:00,개찰완료,18690000,89.779,2023-02-09,미소건업,이귀영,이귀영,303-11-21555,"충청북도 충주시 호암동750-15, 나동"
SFC0037,1,마린온기체 수명관리 및 창정비소요비용 타당성 연구,용역,총액계약,2단계경쟁(동시),최저가격제,N,제9691부대,ZD00152,제9691부대,ZD00152,0,48370384,48544132,44634545,2023-03-21,10:30:00,개찰완료,34900000,72.151,2023-03-21,주식회사 베테랑콤,이재평,이재평,214-87-40937,서울특별시 서초구 서초동1432-13 202
SCQ0045,1,사과 등 9종 구매,물품,총액계약,제한경쟁,적격심사제,Y,제9911부대,1290334,제9911부대,1290334,87.995,109578325,110140000,105240000,2023-03-10,10:30:00,개찰완료,96455396,88.024,2023-03-10,주식회사 코주부비앤에프 (B&F),이춘복,나병선,303-81-56659,경기도 하남시 감이남로74-24 (감이동)
SCF0070,1,프리즈마용접기 1EA 구매,물품,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,8490161,8500000,7909090,2023-03-14,10:30:00,개찰완료,7470930,87.995,2023-03-14,유한회사 창해,류제성,류제성,410-86-32912,광주광역시 광산구 풍영철길로15(콜롬버스월드 302호)
LCF0038,1,펀치 구동핀용 등 14항목 제조(궤도공구),물품,총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,129288483,129253823,119853545,2023-03-14,10:30:00,개찰완료,113800000,88.02,2023-03-14,대성기업,배현태,배현태,126-01-10622,"경기도 의왕시 경수대로 257, 대영골든밸리608호(고천동)"
LCF0037,2,고정구 궤도연결용 등 6항목 제조(궤도공구),물품,총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,184094484,185105882,171643636,2023-03-28,10:30:00,개찰완료,163258000,88.681,2023-03-28,대한테크,김인호,최영모,608-15-53095,경상남도 함안군 칠원읍 야촌강변길120-8
LCF0041,1,공기 여과기 조립체 등 29항목 구매(화생방수리부속),물품,총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,99313521,99108187,91900319,2023-03-14,10:30:00,개찰완료,97126000,97.797,2023-03-14,보고통상,윤준하,윤준하,606-36-47215,"부산광역시 사상구 대동로303, B111호(감전동, 부산디지털밸리아파트형공장)"
LCF0040,1,에어 공구 등 43항목 구매(총포공구),물품,총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,89762508,89761778,83233649,2023-03-14,10:30:00,개찰완료,78992768,88.001,2023-03-14,주앤주,최미정,최미정,201-15-25821,"서울특별시 강남구 논현로134길13, 402-2호(논현동, 덕산빌딩)"
LCF0039,2,풀러 및 펌퍼 콘넥터용 등 3항목 제조(궤도공구),물품,총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,112432800,112721568,104523636,2023-03-28,10:30:00,개찰완료,99573800,88.562,2023-03-28,주식회사 와이에스이앤디,전영오,전영오,290-87-01544,경기도 김포시 통진읍 고정1로97
LGP0087,1,23년 표준 및 상용차량 외주정비(서울 인천 경기),용역,총액계약,제한경쟁,적격심사제,Y,제5378부대,ZD00217,제5378부대,ZD00217,87.745,175693812,175000000,159090909,2023-03-14,11:00:00,개찰완료,154325000,87.837,2023-03-14,주식회사 금강특장차,오세덕,김혜란,137-81-64867,인천광역시 서구 북항로28-46 (원창동)
LGP0088,1,23년 유조 급수 살수차 외주정비(서울 인천 경기),용역,총액계약,제한경쟁,적격심사제,Y,제5378부대,ZD00217,제5378부대,ZD00217,87.745,136272701,135000000,122727272,2023-03-14,11:00:00,개찰완료,119900100,87.985,2023-03-14,주식회사 경기상용차서비스,권기종,권기종,194-88-00958,경기도 양주시 칠봉산로251-15 (봉양동)
SCF0036,1,(긴급) 회로카드조립체 등 4종,물품,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,18453127,18496000,17150909,2023-02-09,10:30:00,개찰완료,16240570,88.009,2023-02-09,비에스상사,공영자,공영자,201-31-62559,"부산광역시 남구 천제등로38번길67-0 (대연동, 청운빌라) , 302"
LCG0010,1,23년 육군정신전력교육 영상교재(군인정신) 제작용역,용역,총액계약,2단계경쟁(동시),최저가격제,N,육군본부,1290298,육군본부,1290298,0,39172947,39739000,36126363,2023-02-24,10:30:00,개찰완료,30000000,76.583,2023-02-24,트렌드코리아 주식회사,장태준,장태준,429-86-02727,"경기도 시흥시 월곶해안로149-1 (월곶동) 에이동, 202호"
LCF0019,1,방열소방장화 등 4항목 구매(피복),물품,총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,8982228,8964705,8312727,2023-02-14,10:30:00,개찰완료,7904040,87.996,2023-02-14,잇츠,김태훈,김태훈,494-06-01375,"경상남도 창원시 의창구 남산로20, 302동 1층 105호(팔용동, 벽산블루밍아파트C단지)"
LCF0021,1,가스자동밥솥 등 3항목 구매(일반물자),물품,총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,40776056,40851783,37880744,2023-02-14,10:30:00,개찰완료,35887470,88.011,2023-02-14,주영산업,이영주,이영주,850-30-01060,"충청남도 계룡시 엄사면 전원로8, 302호"
MDK0006,1,23년 학군교 강원 전세버스 수송용역,용역,총액계약,제한경쟁,적격심사제,Y,국군수송사령부,1290460,국군수송사령부,1290460,87.745,25553950,25648250,24012581,2023-02-14,10:30:00,개찰완료,23600000,92.353,2023-02-14,주식회사 두레고속관광,장근수,이세종,227-81-02295,강원도 강릉시 용지로167-0 (교동)
LDC0003,1,23년 손망실 장비 구매,물품,총액계약,제한경쟁,적격심사제,Y,육군과학화전투훈련단,ZD00561,육군과학화전투훈련단,ZD00561,87.995,83854064,83176470,77127272,2023-02-14,11:00:00,개찰완료,73790360,87.998,2023-02-14,미노크로스,김민옥,김민옥,446-24-01462,"경기도 남양주시 조안면 고래산로560, 2층"
UMM0762,1,(22G059-H)'23년 스펙트럼측정 분석장비 유지보수용역,용역,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.745,213101034,210967960,195624836,2023-01-03,11:00:00,개찰완료,187246720,87.867,2023-01-03,주식회사 이에스,최광열,정금석,615-81-89960,"경기도 광명시 양지로21-0 (일직동), 제유-플래닛티타워동 1301호(일직동,유-플래닛)"
EHF0011,1,23년 천마 궤도 부품류,물품,총액계약,일반경쟁,적격심사제,Y,방위사업청,1690000,방위사업청,1690000,,563945157,565500000,0,2023-03-27,11:00:00,개찰완료,479542000,85.033,2023-03-27,대창마린테크(주),김효성,윤상열,606-81-68961,부산광역시 사상구 모덕로27번길 126()
LHR0003,1,도시락 납품,물품,단가계약,일반경쟁,최저가격제,N,제5019부대,ZD00102,제5019부대,ZD00102,0,8030,8000,254152727,2023-02-20,10:00:00,개찰완료,8000,99.628,2023-02-20,주식회사행복담은네모,곽호근,최정아,301-86-04164,충청북도 청주시 흥덕구 1순환로614번길12 (봉명동)
LHR0004,1,도시락 납품,물품,단가계약,일반경쟁,최저가격제,N,제5019부대,ZD00102,제5019부대,ZD00102,0,8016,8000,93207272,2023-02-20,10:00:00,개찰완료,8000,99.799,2023-02-20,주식회사행복담은네모,곽호근,최정아,301-86-04164,충청북도 청주시 흥덕구 1순환로614번길12 (봉명동)
LKS0002,2,무공훈장 찾아주기 사업 홍보영상 및 음원제작 용역,용역,총액계약,2단계경쟁(동시),최저가격제,N,육군인사사령부,ZD00788,육군인사사령부,ZD00788,0,39580026,39215686,36363636,2023-02-10,10:30:00,개찰완료,37900000,95.755,2023-02-10,주식회사 명인터미디어,명순석,명순석,748-88-02622,서울특별시 마포구 모래내로3길11-0 (성산동) 상암미르웰한올림 211호
LQH0004,1,23년 예비군 도시락 제조 납품(1권역),물품,총액계약,협상에의한계약(전자),협상,N,제3697부대,ZD00248,제3697부대,ZD00248,,277048000,,251861818,2023-02-13,13:00:00,개찰완료,277048000,100,2023-02-13,(주)기락,송옥섭,송옥섭,204-86-12155,경기도 남양주시 별내면 송산로넉바위길6
MDL0001,4,군사사연구총서 용역 계약,용역,총액계약,협상에의한계약(전자),협상,N,국방부군사편찬연구소,1290472,국방부군사편찬연구소,1290472,,22000000,,20000000,2023-02-23,11:00:00,개찰완료,22000000,100,2023-02-23,충북대학교산학협력단,김양훈,유지수,301-82-16304,"충청북도 청주시 서원구 충대로1-0 (개신동, 충북대학교)"
LCP0003,1,23년 항공기유도장비 외주정비 용역,용역,총액계약,제한경쟁,적격심사제,Y,육군제8971부대,ZD00098,육군제8971부대,ZD00098,87.745,33134898,32956862,30560000,2023-01-26,11:30:00,개찰완료,29077000,87.753,2023-01-26,한양무선통신,최영복,최영복,608-25-94213,경상남도 창원시 의창구 팔용로 399()
LCP0004,1,23년 자동기상관측장비(AMOS) 외주정비 용역,용역,총액계약,제한경쟁,적격심사제,Y,육군제8971부대,ZD00098,육군제8971부대,ZD00098,87.745,66916361,66784313,61927272,2023-01-26,11:30:00,개찰완료,66000000,98.63,2023-01-26,주식회사 파코코리아인더스,송재혁,박재홍,120-81-34161,"서울특별시 금천구 두산로70, A동 1008~1011호,2510호,L104호(현대지식산업센터)"
LKM0011,1,도시락,물품,단가계약,일반경쟁,최저가격제,N,제2632부대,ZD00060,제2632부대,ZD00060,0,8000,8000,382545454,2023-02-03,10:30:00,개찰완료,8000,100,2023-03-03,주식회사 푸드몬스터,변공섭,김병수,161-86-01384,전라북도 완주군 용진읍 목효로134-41. 2층 102호
MHD0010,2,공지통신무전기 성능개량 사업분석,용역,총액계약,협상에의한계약(전자),협상,N,방위사업청(운영지원과),1690000,방위사업청(운영지원과),1690000,,80000000,,72727272,2023-02-13,15:00:00,개찰완료,71200000,89,2023-02-28,사단법인 안보경영연구원,전건욱,조대현,120-82-07415,"서울특별시 강남구 언주로527, 10층 (역삼동)"
SCF0007,1,(긴급)라이너 등 6종,물품,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,45078457,45058000,41781818,2023-01-27,10:30:00,개찰완료,39750960,88.181,2023-01-27,주식회사 신창엠텍,김홍규,박기준,503-81-91498,대구광역시 달서구 성서공단북로4길8-0 (파호동)
SDF0198,1,23-항-군 숙소 청소 용역,용역,총액계약,제한경쟁,적격심사제,Y,제5738부대,ZD00158,제5738부대,ZD00158,87.995,135502760,135658810,123326190,2023-01-03,10:30:00,개찰완료,119294000,88.038,2023-01-09,주식회사 대평개발,김성식,김성식,511-81-08442,경상북도 문경시 문경읍 새재로336
SCF0052,1,(긴급)플렉시블조인트 등 63종,물품,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,39297874,39329000,36469045,2023-02-14,10:30:00,개찰완료,34582980,88.002,2023-02-14,주식회사 성우팜,박정희,박정희,667-81-00646,서울특별시 영등포구 여의대로24 지하 114-2호(여의도동)
LDH0192,1,(정비) 지퍼백밀봉형중형등 107종 구매,물품,총액계약,제한경쟁,적격심사제,Y,제2879부대,ZD00347,제2879부대,ZD00347,87.995,50437400,50458000,46788727,2023-02-16,13:00:00,개찰완료,46113560,91.427,2023-02-17,주식회사 성우,김정애,김정애,594-81-00498,부산광역시 강서구 신호산단3로88번길68 (신호동)
UMM0021,1,23-N-00사 제초용역,용역,총액계약,제한경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,87.745,221263549,221890000,205759090,2023-02-17,11:00:00,개찰완료,195174300,88.208,2023-02-17,주식회사 해송건설,강추곤,강추곤,413-87-02530,경상남도 밀양시 터미널3길13-0 (내이동)
SCF0028,1,리어카(몸체) 등 3종 구매,물품,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,3934740,3900000,4997863,2023-02-15,10:30:00,개찰완료,3629800,92.25,2023-02-15,세명종합공구,이정자,이정자,585-41-00635,경상남도 창원시 진해구 용원동로294 (용원동)
LDH0204,1,(화공) 흑색파우더등 9종구매,물품,총액계약,제한경쟁,적격심사제,Y,제2879부대,ZD00347,제2879부대,ZD00347,87.995,18968508,18774000,17409390,2023-02-17,13:00:00,개찰완료,17600000,92.785,2023-02-17,주식회사 성우,김정애,김정애,594-81-00498,부산광역시 강서구 신호산단3로88번길68 (신호동)
LHG0026,2,23년 3월 부대계약 식자재납품(빵류),물품,총액계약,제한경쟁,적격심사제,Y,제1862부대,ZD00002,제1862부대,ZD00002,87.995,39228276,39306750,35733409,2023-02-22,11:00:00,개찰완료,34530970,88.025,2023-02-22,대경푸드,탁춘미,탁춘미,122-50-61151,강원도 속초시 선사로4길44 (조양동)
LHG0025,2,23년 3월 부대계약 식자재납품(식육가공품-돈가스),물품,총액계약,제한경쟁,적격심사제,Y,제1862부대,ZD00002,제1862부대,ZD00002,87.995,37972104,38025000,34568181,2023-02-22,11:00:00,개찰완료,33416300,88.002,2023-02-22,주식회사 프라임푸드시스템,허두임,허두임,874-86-00268,경상남도 창원시 진해구 안골로285번길12-1 (안골동)
LCF0024,1,항공선글라스 1항목 구매(피복),물품,총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,12237024,12351372,11453090,2023-02-17,10:30:00,개찰완료,10775530,88.056,2023-02-17,엠지산업,조명지,조명지,650-45-00373,"인천광역시 남동구 서창남순환로55, 502동 304호(서창동, 서창센트럴푸르지오)"
LHR0005,1,도시락 납품,물품,단가계약,일반경쟁,최저가격제,N,제5019부대,ZD00102,제5019부대,ZD00102,0,8024,8000,97134545,2023-02-20,10:00:00,개찰완료,8000,99.699,2023-02-20,주식회사행복담은네모,곽호근,최정아,301-86-04164,충청북도 청주시 흥덕구 1순환로614번길12 (봉명동)
LKP0016,1,23년 폐목재 위탁처리 용역(대구),용역,총액계약,일반경쟁,적격심사제,Y,제6335부대,Z006123,제6335부대,Z006123,84.245,43909821,44000000,40000000,2023-01-12,15:00:00,개찰완료,37024764,84.32,2023-01-17,주식회사 엘에스에너지,김원홍,김상섭,125-86-29687,경기도 안성시 삼죽면 상삼로119
DSS0001,1,웹포털 시스템 통합 유지보수 용역,용역,총액계약,제한경쟁,적격심사제,Y,국군제1068부대,ZD01123,국군제1068부대,ZD01123,87.745,139446495,139507940,126825400,2023-01-12,10:30:00,개찰완료,122362420,87.748,2023-01-12,(주)다큐멘테크,임지연,임지연,201-81-64227,"경기도 하남시 미사강변한강로155, 1동 314호(망월동, 지식산업센터)"
LNG0001,1,프린터(복합기) 임차 용역,용역,총액계약,제한경쟁,적격심사제,Y,육군 제1군단,ZD00275,육군 제1군단,ZD00275,87.745,113171271,113647058,105381818,2023-01-10,10:30:00,개찰완료,99302184,87.745,2023-01-11,해나,안해인,안해인,487-29-01283,"경기도 시흥시 배곧3로27-8, 806동 2002호(배곧동, 호반베르디움센트럴파크)"
LCF0004,1,꼬리표 등 3항목 구매(일반물자),물품,총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,9137446,9020833,8364772,2023-01-31,10:30:00,개찰완료,8046610,88.061,2023-01-31,제이엔피웰컴퍼니,최정필,최정필,777-12-01311,"서울특별시 금천구 독산로99길8, 3층 302호 (독산동)"
SCN0007,2,23-진-07 음식물류 폐기물처리용역,용역,총액계약,제한경쟁,적격심사제,Y,제7001부대,ZD00259,제7001부대,ZD00259,84.245,119528566,119300000,124038160,2023-02-28,10:30:00,개찰완료,100872720,84.392,2023-02-28,(유)창성상사,하창섭,황수옥,608-81-39915,"경상남도 창원시 마산합포구 창동거리길51-2, 3층(창동)"
SCF0024,1,(긴급)컨트롤러 1종,물품,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,14296519,14235000,13200000,2023-02-03,10:30:00,개찰완료,12580290,87.995,2023-02-03,알파유통 주식회사,정승호,정승호,891-81-01078,"제주특별자치도 제주시 연북로21, 1609호 (노형동, 에코에비뉴)"
SCF0025,1,(긴급)패킹 등 4종,물품,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,7736001,7721000,7160363,2023-02-03,10:30:00,개찰완료,6809600,88.024,2023-02-03,바이시스(Byciss),신서영,신서영,226-23-60894,경기도 용인시 처인구 금학로91-0
SCL0099,1,조깅화 등 2종 구매,물품,총액계약,제한경쟁,적격심사제,Y,해군사관학교,1290331,해군사관학교,1290331,87.995,109885206,109315680,101365454,2023-01-03,10:30:00,개찰완료,96695032,87.996,2023-01-03,정민테크,이종노,이종노,862-62-00202,경기도 연천군 전곡읍 은전로86번길19-0
LFC0002,2,육군훈련소 삼일절 경축특식 훈제닭다리 제조/구매,물품,총액계약,일반경쟁,적격심사제,Y,육군훈련소,ZD00010,육군훈련소,ZD00010,87.995,41675372,41448000,37680000,2023-02-08,10:30:00,개찰완료,36739000,88.155,2023-02-08,이레축산,임순희,임순희,606-38-14741,부산광역시 사상구 새벽시장로103번길24-0 (감전동)
UMM0762,1,23년 자운대지역 조경관리 용역,용역,총액계약,일반경쟁,적격심사제,Y,국군재정관리단,ZD00303,국군재정관리단,ZD00303,77.995,1466083079,1469670000,1362789900,2023-01-06,11:00:00,개찰완료,1147744000,78.286,2023-01-06,주식회사 장원조경,신경준,오진석,229-81-35429,서울특별시 서초구 논현로55 (양재동) 신영빌딩 5층
LHM0003,2,23년 음식물류 폐기물 처리용역(지자체처리),용역,단가계약,제한경쟁,적격심사제,Y,제6685부대,ZD00115,제6685부대,ZD00115,84.245,296,295,199925045,2023-03-07,11:00:00,개찰완료,249,84.294,2023-03-07,아라환경,이석재,이석재,223-90-29106,강원도 홍천군 홍천읍 영서로1981-0
SFC0014,1,워크스테이션 등 20품목 구매,물품,총액계약,제한경쟁,적격심사제,Y,제9691부대,ZD00152,제9691부대,ZD00152,87.995,25696182,25555780,23697181,2023-02-09,11:00:00,개찰완료,22613430,88.003,2023-02-09,하림상사,최하림,최하림,205-18-45816,"경기도 수원시 장안구 파장로112-13, 402호(파장동)"
LFR0007,1,23년 전차(사격  조종)시뮬레이터 외주정비 계약 의뢰,용역,총액계약,일반경쟁,적격심사제,Y,육군기계화학교,ZD00035,육군기계화학교,ZD00035,77.995,1093143436,1101141000,1021058632,2023-02-14,13:00:00,개찰완료,945000000,86.447,2023-02-14,(주)심네트,차진섭,이수빈,128-81-38443,대전광역시 유성구 죽동로157-0 (죽동)
SCF0019,1,스위치  근접식 등 2종 구매,물품,총액계약,제한경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,87.995,13474403,13500000,12533601,2023-02-14,10:30:00,개찰완료,11896000,88.285,2023-02-14,보고통상,윤준하,윤준하,606-36-47215,"부산광역시 사상구 대동로303, B111호(감전동, 부산디지털밸리아파트형공장)"
MCD0006,1,예비군훈련 원격교육 적용방안 연구,용역,총액계약,협상에의한계약(전자),협상,N,국방부(운영지원과),1290000,국방부(운영지원과),1290000,,47934000,,43576363,2023-03-07,10:30:00,개찰완료,45500000,94.922,2023-04-04,(사)한국위기관리연구소,김운용,장재필,214-82-11121,서울특별시 강남구 논현로189길6 (압구정동)
SCF0007,1,잠수함(SS-I) 디젤 감시장치 SBC PCB 정비,물품,총액계약,일반경쟁,적격심사제,Y,해군군수사령부,ZD00289,해군군수사령부,ZD00289,82.995,15806958,15800000,15103636,2023-02-28,10:30:00,개찰완료,13667000,86.461,2023-02-28,주식회사동양엔지니어링,김용태,황두환,609-81-45744,경상남도 창원시 진해구 남영로522번길 11()
LCF0010,1,해제장치 세트(척추고정대) 등 49항목 구매(의무),물품,총액계약,제한경쟁,적격심사제,Y,육군군수사령부,1290307,육군군수사령부,1290307,87.995,42699282,42481322,39391771,2023-02-21,11:30:00,개찰완료,37573800,87.996,2023-02-21,주식회사 케이제이,김정옥,김정옥,854-86-00298,대전광역시 대덕구 대전로1397번안길70-0 (읍내동)
LIK0025,1,23년 부대조달 후식(마시는발효유),물품,단가계약,제한경쟁,적격심사제,Y,제2217부대,ZD01107,제2217부대,ZD01107,87.995,720,720,150218181,2023-02-22,13:00:00,개찰완료,634,87.996,2023-02-24,(주)탑씨앤씨,최미희,최미희,314-86-43542,대전광역시 서구 대덕대로408-0 (만년동) 3층30호
LIK0030,1,23년 부대조달 후식(이온음료),물품,단가계약,제한경쟁,적격심사제,Y,제2217부대,ZD01107,제2217부대,ZD01107,87.995,576,580,109145454,2023-02-22,13:00:00,개찰완료,507,87.996,2023-02-23,주식회사 큐엔씨유통,신현세,남숙자,134-87-08102,"경기도 안산시 단원구 달미로10(선부동, 산호상가 137, 138호)"
LIK0031,1,23년 부대조달 후식(콜라),물품,단가계약,제한경쟁,적격심사제,Y,제2217부대,ZD01107,제2217부대,ZD01107,87.995,727,720,156109090,2023-02-22,13:00:00,개찰완료,640,87.998,2023-02-23,엠제이컴퍼니,유수환,유수환,414-04-64249,"대구광역시 동구 신암남로50, 107동 1101호(신암동, 신암건영캐스빌)"
